Reporting Economy;Product/Sector;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Togo;SI3_AGG - MI - Fuels and mining products;41;40;36;151;131;90;147;200;216;149;140;127;147;261;241;154;211;425
Togo;SI3_AGG - MIFU - Fuels;4;4;0;36;1;1;30;65;60;12;37;43;72;169;173;60;73;120
Togo;SI3_AGG - MA - Manufactures;209;200;174;286;381;413;497;520;650;405;388;439;432;485;481;507;540;528
Togo;SI3_AGG - MAIS - Iron and steel;32;31;35;46;42;48;43;35;78;29;23;20;16;22;16;13;18;11
Togo;SI3_AGG - MACH - Chemicals;19;18;3;50;74;79;106;84;95;69;85;92;78;90;101;113;100;113
Togo;SI3_AGG - MACHPH - Pharmaceuticals;0;0;0;1;3;3;3;3;6;3;4;1;1;1;2;4;3;4
Togo;SI3_AGG - MAMT - Machinery and transport equipment;7;7;2;9;20;33;27;103;151;46;58;103;81;89;89;100;126;97
Togo;SI3_AGG - MAMTOF - Office and telecom equipment;0;0;0;1;1;1;1;0;0;4;1;3;1;1;1;1;1;2
Togo;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;;;0;0;0;1;0;;0;3;1;0;0;0;0;0;0;0
Togo;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;0;0;1;1;0;0;0;0;1;0;3;1;0;1;0;0;1
Togo;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;;0;0;;0;;;0;0;0;0;0;0;0;0;1
Togo;SI3_AGG - MAMTTE - Transport equipment;3;3;1;5;10;15;11;80;94;15;36;68;62;75;71;87;108;78
Togo;SI3_AGG - MAMTAU - Automotive products;1;1;0;1;4;11;8;12;14;9;11;17;13;11;17;7;9;9
Togo;SI3_AGG - MATE - Textiles;5;5;3;14;10;15;26;23;32;27;46;44;45;39;35;28;33;34
Togo;SI3_AGG - MACL - Clothing;0;0;1;6;8;21;4;3;2;1;1;1;1;2;4;1;2;1
Tokelau;SI3_AGG - TO - Total merchandise;;;;;;;;;;0;0;0;0;0;0;0;0;0
Tonga;SI3_AGG - TO - Total merchandise;10;10;8;9;8;8;14;16;17;19;18;21;19;13;20;15;16;14
Tonga;SI3_AGG - AG - Agricultural products;6;5;4;7;7;7;12;11;11;14;15;18;15;10;15;12;11;10
Tonga;SI3_AGG - AGFO - Food;6;4;4;6;7;7;9;11;10;13;14;17;14;9;13;10;9;7
Tonga;SI3_AGG - MI - Fuels and mining products;0;0;0;2;0;0;0;0;3;3;0;0;0;0;0;1;3;2
Tonga;SI3_AGG - MIFU - Fuels;0;;;0;0;0;;0;3;3;0;0;0;0;0;0;3;0
Tonga;SI3_AGG - MA - Manufactures;0;0;0;1;1;1;2;4;2;2;2;2;2;3;3;2;1;3
Tonga;SI3_AGG - MAIS - Iron and steel;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tonga;SI3_AGG - MACH - Chemicals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tonga;SI3_AGG - MACHPH - Pharmaceuticals;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tonga;SI3_AGG - MAMT - Machinery and transport equipment;;0;;0;0;0;0;2;1;1;1;2;1;2;1;1;1;1
Tonga;SI3_AGG - MAMTOF - Office and telecom equipment;;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Tonga;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tonga;SI3_AGG - MAMTOTTL - Telecommunications equipment;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Tonga;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0
Tonga;SI3_AGG - MAMTTE - Transport equipment;;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
Tonga;SI3_AGG - MAMTAU - Automotive products;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Tonga;SI3_AGG - MATE - Textiles;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tonga;SI3_AGG - MACL - Clothing;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trinidad and Tobago;SI3_AGG - TO - Total merchandise;9942;14155;13396;18650;9126;10982;14944;12983;18745;14530;10748;7633;8741;10532;7192;5519;8620;13286
Trinidad and Tobago;SI3_AGG - AG - Agricultural products;305;328;346;374;299;269;397;400;384;379;406;391;375;395;423;396;432;495
Trinidad and Tobago;SI3_AGG - AGFO - Food;302;325;344;371;296;265;392;397;381;376;403;388;373;392;421;394;430;493
Trinidad and Tobago;SI3_AGG - MI - Fuels and mining products;6787;10763;9231;13593;7192;7256;8997;7212;11454;8195;5088;2785;4160;5049;3036;2046;2418;3376
Trinidad and Tobago;SI3_AGG - MIFU - Fuels;6747;10718;8850;13047;6918;6684;8304;6566;11105;8084;4697;2536;4124;4990;2960;1920;2349;3323
Trinidad and Tobago;SI3_AGG - MA - Manufactures;2519;2928;3819;4683;1633;3456;5481;5246;6819;5935;5247;4429;4200;5071;3678;3028;5713;7603
Trinidad and Tobago;SI3_AGG - MAIS - Iron and steel;344;513;523;682;316;563;822;495;1714;1124;576;276;701;613;627;460;836;861
Trinidad and Tobago;SI3_AGG - MACH - Chemicals;1828;2044;2762;3400;876;2382;4236;3176;4015;3973;3413;3221;2702;2989;2441;1954;4152;6500
Trinidad and Tobago;SI3_AGG - MACHPH - Pharmaceuticals;7;3;1;1;1;1;2;2;2;2;2;2;2;2;3;4;3;1
Trinidad and Tobago;SI3_AGG - MAMT - Machinery and transport equipment;139;149;297;360;263;354;199;1350;865;514;1034;677;561;1238;354;376;475;33
Trinidad and Tobago;SI3_AGG - MAMTOF - Office and telecom equipment;15;16;23;11;17;7;5;6;8;7;10;7;9;9;7;8;5;0
Trinidad and Tobago;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;2;2;3;3;3;2;2;3;3;2;2;1;2;2;2;2;2;0
Trinidad and Tobago;SI3_AGG - MAMTOTTL - Telecommunications equipment;13;14;21;8;12;4;3;3;5;4;7;6;6;6;5;6;3;0
Trinidad and Tobago;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0
Trinidad and Tobago;SI3_AGG - MAMTTE - Transport equipment;23;38;59;115;148;268;71;1014;697;370;888;495;379;1065;112;147;323;3
Trinidad and Tobago;SI3_AGG - MAMTAU - Automotive products;3;3;5;4;2;3;3;5;3;8;3;5;4;4;6;4;6;2
Trinidad and Tobago;SI3_AGG - MATE - Textiles;9;8;9;8;6;5;6;5;5;5;6;8;6;7;6;5;5;1
Trinidad and Tobago;SI3_AGG - MACL - Clothing;8;7;7;7;5;4;4;5;4;4;4;4;3;4;4;2;3;2
Tunisia;SI3_AGG - TO - Total merchandise;10494;11694;15165;19320;14445;16427;17847;17007;17061;16756;14073;13572;14204;15535;14933;13799;16689;18561
Tunisia;SI3_AGG - AG - Agricultural products;1155;1456;1516;1807;1405;1352;1885;1672;1734;1401;2091;1498;1580;2099;1649;1933;1871;2239
Tunisia;SI3_AGG - AGFO - Food;1088;1384;1444;1716;1334;1269;1801;1588;1657;1316;2003;1401;1501;2028;1592;1882;1806;2186
Tunisia;SI3_AGG - MI - Fuels and mining products;1478;1663;2664;3677;2149;2584;2892;3141;2851;2476;1212;987;1105;1168;1087;1040;1433;1818
Tunisia;SI3_AGG - MIFU - Fuels;1357;1518;2456;3345;1969;2328;2597;2854;2595;2210;1015;766;846;883;825;786;1094;1489
Tunisia;SI3_AGG - MA - Manufactures;7856;8392;10582;13825;10888;12489;13069;12130;12474;12877;10769;11086;11514;12254;12196;10825;13384;14485
Tunisia;SI3_AGG - MAIS - Iron and steel;69;204;212;257;145;202;167;131;113;105;72;61;64;115;158;147;332;300
Tunisia;SI3_AGG - MACH - Chemicals;988;1054;1426;2943;1521;1790;1256;1475;1505;1422;994;1100;1039;1051;1113;904;1391;1759
Tunisia;SI3_AGG - MACHPH - Pharmaceuticals;14;14;21;25;31;28;32;44;54;49;48;47;53;73;76;74;100;107
Tunisia;SI3_AGG - MAMT - Machinery and transport equipment;2012;2399;2911;4044;3625;4678;5575;5189;5348;5765;4930;5191;5467;5548;5581;4978;5931;6162
Tunisia;SI3_AGG - MAMTOF - Office and telecom equipment;164;335;347;649;618;991;1209;1073;909;855;697;809;799;679;675;669;752;876
Tunisia;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;36;59;111;120;89;54;52;87;58;102;73;46;40;34;22;20;25;29
Tunisia;SI3_AGG - MAMTOTTL - Telecommunications equipment;74;202;171;460;460;834;1032;878;753;640;537;659;643;459;458;487;485;584
Tunisia;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;54;74;65;69;69;103;124;108;98;113;88;104;117;186;194;163;242;263
Tunisia;SI3_AGG - MAMTTE - Transport equipment;345;427;516;549;505;592;751;775;957;1128;911;1006;1075;1189;1232;1031;1084;1094
Tunisia;SI3_AGG - MAMTAU - Automotive products;280;335;352;350;312;328;355;315;369;462;421;475;507;544;508;454;448;444
Tunisia;SI3_AGG - MATE - Textiles;326;349;495;478;395;446;468;424;413;417;372;354;342;346;353;466;463;433
Tunisia;SI3_AGG - MACL - Clothing;3124;3018;3571;3766;3120;3089;3317;2724;2802;2770;2176;2163;2252;2455;2271;1963;2263;2517
Türkiye;SI3_AGG - TO - Total merchandise;73476;85535;107272;132027;102143;113883;134907;152462;161481;166505;150982;149247;164495;177169;180833;169638;225214;254192
Türkiye;SI3_AGG - AG - Agricultural products;8093;8364;9488;11204;10958;12370;14949;15663;18829;20416;18906;18511;19102;19872;20284;21253;25953;31166
Türkiye;SI3_AGG - AGFO - Food;7714;7932;9007;10704;10582;11878;14209;15026;18042;19584;18156;17749;18390;18994;19394;20366;24582;29447
Türkiye;SI3_AGG - MI - Fuels and mining products;4454;6389;8868;11900;7030;9331;12032;13442;16530;13555;10283;8337;10977;12741;14854;11409;19472;29380
Türkiye;SI3_AGG - MIFU - Fuels;2641;3566;5148;7531;3901;4405;6413;7478;9869;7273;4928;3190;4530;5532;8127;4568;8310;16070
Türkiye;SI3_AGG - MA - Manufactures;59757;68987;86652;103773;78124;88481;104210;107825;120400;126509;112248;112207;125567;139429;140945;131700;172976;187461
Türkiye;SI3_AGG - MAIS - Iron and steel;5827;7239;9586;16842;9081;10225;12837;13093;11419;10658;7849;7253;9539;13159;11506;10114;18942;17109
Türkiye;SI3_AGG - MACH - Chemicals;2801;3586;4385;5664;4837;6101;7099;7986;9311;9908;9179;8573;9276;10947;11665;12707;16340;20702
Türkiye;SI3_AGG - MACHPH - Pharmaceuticals;317;354;402;469;473;611;619;718;1043;1082;1106;976;1033;1335;1458;1853;1924;1942
Türkiye;SI3_AGG - MAMT - Machinery and transport equipment;21509;26384;34251;39122;28803;31824;37443;37427;44089;46393;42133;43868;51267;55762;55957;49872;60707;65179
Türkiye;SI3_AGG - MAMTOF - Office and telecom equipment;3214;3165;2871;2400;2023;2076;2245;2667;2821;3157;2732;2216;2215;2215;2109;1727;2027;2133
Türkiye;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;69;89;138;151;104;139;145;151;598;634;533;274;310;283;281;228;257;387
Türkiye;SI3_AGG - MAMTOTTL - Telecommunications equipment;3119;3037;2696;2202;1887;1895;2054;2472;2141;2364;2030;1801;1798;1759;1611;1291;1560;1444
Türkiye;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;25;40;38;46;31;42;46;45;81;159;169;141;107;173;218;208;211;302
Türkiye;SI3_AGG - MAMTTE - Transport equipment;11816;14677;19639;22547;15273;16534;19106;18066;21689;23114;21894;24448;30275;32123;31276;26344;30675;31320
Türkiye;SI3_AGG - MAMTAU - Automotive products;9370;11689;15582;17873;11991;13755;15677;14835;17511;18356;17735;20196;24614;27162;26205;21578;24122;25316
Türkiye;SI3_AGG - MATE - Textiles;7076;7585;8942;9399;7724;8964;10772;11047;12308;12669;11120;11155;11648;11881;11777;11697;15165;14593
Türkiye;SI3_AGG - MACL - Clothing;11833;12052;13886;13591;11556;12760;13948;14276;15850;17143;15538;15504;15656;16229;16381;15351;18730;19907
Turkmenistan;SI3_AGG - TO - Total merchandise;4944;7156;8932;11945;5000;6500;13000;16500;16800;17500;10000;6964;7458;9760;10605;6492;9387;13226
Turkmenistan;SI3_AGG - MIFU - Fuels;;;;9141;3413;5231;11547;14579;15515;;;;;;;;;
Turks and Caicos Islands;SI3_AGG - TO - Total merchandise;;;;;;;;;;6;5;4;4;4;3;3;4;5
Tuvalu;SI3_AGG - TO - Total merchandise;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tuvalu;SI3_AGG - MI - Fuels and mining products;0;;;;;;;;;;;;;;;;;
Tuvalu;SI3_AGG - MIFU - Fuels;0;;;;;;;;;;;;;;;;;
Tuvalu;SI3_AGG - MA - Manufactures;0;;;;;;;;;;;;;;;;;
Tuvalu;SI3_AGG - MAMT - Machinery and transport equipment;0;;;;;;;;;;;;;;;;;
Tuvalu;SI3_AGG - MAMTOF - Office and telecom equipment;0;;;;;;;;;;;;;;;;;
Tuvalu;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;;;;;;;;;;;;;;;;;
Tuvalu;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;;;;;;;;;;;;;;;;;
Tuvalu;SI3_AGG - MAMTTE - Transport equipment;0;;;;;;;;;;;;;;;;;
Tuvalu;SI3_AGG - MAMTAU - Automotive products;0;;;;;;;;;;;;;;;;;
Uganda;SI3_AGG - TO - Total merchandise;813;962;1337;1724;1568;1619;2159;2357;2408;2262;2267;2482;2901;3087;3564;4149;4179;3973
Uganda;SI3_AGG - AG - Agricultural products;559;598;825;1006;889;975;1324;1236;1439;1359;1361;1301;1766;1828;1611;1658;2008;2437
Uganda;SI3_AGG - AGFO - Food;473;523;739;923;802;887;1163;1092;1335;1257;1275;1209;1648;1714;1489;1557;1903;2348
Uganda;SI3_AGG - MI - Fuels and mining products;55;63;73;92;144;112;148;182;171;196;159;39;198;178;187;109;166;282
Uganda;SI3_AGG - MIFU - Fuels;38;42;49;62;116;88;124;156;154;184;149;29;187;167;177;99;137;232
Uganda;SI3_AGG - MA - Manufactures;126;179;373;579;518;501;679;803;761;668;662;609;520;564;505;560;759;857
Uganda;SI3_AGG - MAIS - Iron and steel;30;31;63;102;86;79;103;109;117;114;106;84;85;107;84;88;124;121
Uganda;SI3_AGG - MACH - Chemicals;19;16;40;59;61;53;69;90;96;95;96;108;95;111;98;134;178;247
Uganda;SI3_AGG - MACHPH - Pharmaceuticals;1;1;3;4;4;4;4;9;11;10;12;26;15;23;14;28;38;83
Uganda;SI3_AGG - MAMT - Machinery and transport equipment;43;89;170;187;205;197;266;317;233;157;172;171;122;98;95;87;126;196
Uganda;SI3_AGG - MAMTOF - Office and telecom equipment;17;55;91;78;66;92;137;156;56;15;33;26;11;13;10;6;9;10
Uganda;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;1;1;2;4;1;6;6;4;4;5;8;19;3;4;6;4;5;3
Uganda;SI3_AGG - MAMTOTTL - Telecommunications equipment;16;55;89;73;65;85;131;151;52;10;25;6;6;5;4;2;3;4
Uganda;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;0;0;0;0;1;1;0;0;0;1;1;1;4;0;0;1;3
Uganda;SI3_AGG - MAMTTE - Transport equipment;15;23;43;49;72;57;68;88;106;79;74;89;81;56;58;58;78;122
Uganda;SI3_AGG - MAMTAU - Automotive products;12;18;33;41;42;44;53;65;62;36;37;38;29;32;40;34;39;56
Uganda;SI3_AGG - MATE - Textiles;5;5;10;15;11;12;16;19;12;9;9;13;14;15;17;20;24;33
Uganda;SI3_AGG - MACL - Clothing;5;2;3;1;1;3;4;3;4;2;4;4;5;5;5;5;7;9
Ukraine;SI3_AGG - TO - Total merchandise;34228;38368;49296;66954;39782;51478;68460;68530;64338;53901;38127;36360;43265;47336;50054;49192;68073;44376
Ukraine;SI3_AGG - AG - Agricultural products;4734;5132;6828;11328;9918;10475;13487;18456;17763;17505;15296;15983;18460;19478;22891;22931;27593;24256
Ukraine;SI3_AGG - AGFO - Food;4232;4609;6192;10748;9450;9885;12757;17778;16962;16553;14476;15218;17704;18520;22020;22089;26558;23371
Ukraine;SI3_AGG - MI - Fuels and mining products;5756;5210;5789;8676;4868;7842;11673;8846;8555;7239;4065;3345;4880;5303;5644;6014;9515;4637
Ukraine;SI3_AGG - MIFU - Fuels;3343;2554;2630;4109;2131;3661;5691;3640;2865;2013;488;446;790;861;863;556;743;1045
Ukraine;SI3_AGG - MA - Manufactures;23463;27602;36233;46621;24569;32747;42808;40911;36361;28893;18595;16814;19682;22362;21274;20094;28459;15482
Ukraine;SI3_AGG - MAIS - Iron and steel;12665;14788;18827;25427;11519;15874;20370;17311;16136;13806;8398;7631;9139;10596;9418;8224;13682;5239
Ukraine;SI3_AGG - MACH - Chemicals;3102;3601;4319;5089;2461;3423;5413;5036;4081;2824;1888;1373;1493;1729;1820;1934;2815;1487
Ukraine;SI3_AGG - MACHPH - Pharmaceuticals;84;95;135;154;155;203;201;259;270;266;162;188;196;219;251;269;302;239
Ukraine;SI3_AGG - MAMT - Machinery and transport equipment;4475;5399;8259;10625;6586;8900;11564;12946;10264;7095;4593;4175;4818;5307;5330;5297;5971;4122
Ukraine;SI3_AGG - MAMTOF - Office and telecom equipment;184;279;596;669;481;618;661;857;696;578;361;418;456;507;414;374;441;326
Ukraine;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;67;46;36;43;43;58;58;67;56;43;44;47;50;45;44;206;110;111
Ukraine;SI3_AGG - MAMTOTTL - Telecommunications equipment;95;205;534;575;391;510;572;760;616;510;288;322;354;402;330;130;288;142
Ukraine;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;23;29;26;51;47;50;31;30;24;24;28;48;52;60;40;37;43;74
Ukraine;SI3_AGG - MAMTTE - Transport equipment;1658;2104;3315;4303;1631;3304;4876;5991;3390;1509;698;609;632;726;933;822;752;388
Ukraine;SI3_AGG - MAMTAU - Automotive products;308;548;933;1134;367;512;570;520;337;242;151;137;115;132;129;127;164;114
Ukraine;SI3_AGG - MATE - Textiles;239;244;290;289;183;192;224;232;247;238;201;204;248;291;310;315;368;248
Ukraine;SI3_AGG - MACL - Clothing;689;682;718;719;551;569;668;573;585;568;447;483;521;563;539;465;494;441
United Arab Emirates;SI3_AGG - TO - Total merchandise;117287;145587;178630;239213;191802;213539;302037;359728;374214;343036;300477;295031;313603;387964;389428;335297;425160;532797
United Arab Emirates;SI3_AGG - AG - Agricultural products;2510;2738;3061;3797;3963;4923;5644;8027;9507;10772;7322;7034;7165;13044;14009;13964;15746;19045
United Arab Emirates;SI3_AGG - AGFO - Food;2299;2479;2731;3615;3766;4701;5338;7546;8891;10128;7013;6746;6680;12417;13372;13399;15012;18180
United Arab Emirates;SI3_AGG - MI - Fuels and mining products;53457;75112;81776;109204;65997;75959;108062;123741;133842;116394;70668;55423;72285;132631;223881;181802;233014;286788
United Arab Emirates;SI3_AGG - MIFU - Fuels;51454;72584;77657;103301;64560;74047;104580;118243;126563;108108;62484;47536;63086;121574;213021;173330;217285;269533
United Arab Emirates;SI3_AGG - MA - Manufactures;22916;23334;31245;41050;40136;52764;59585;105240;121295;129639;71196;71777;113692;129433;132349;110176;142567;173720
United Arab Emirates;SI3_AGG - MAIS - Iron and steel;410;505;577;754;662;716;982;2739;2865;2860;2037;1715;1693;2786;3007;3233;4605;5073
United Arab Emirates;SI3_AGG - MACH - Chemicals;1663;1877;2414;3085;2756;3272;4139;8898;8672;9454;5677;7542;9655;12586;13668;14783;19041;20209
United Arab Emirates;SI3_AGG - MACHPH - Pharmaceuticals;105;124;158;143;159;162;157;711;913;925;392;409;871;1372;1159;1572;2351;1975
United Arab Emirates;SI3_AGG - MAMT - Machinery and transport equipment;10601;11077;13926;15825;16595;20114;21202;52246;65074;70386;27151;24837;54561;62908;64857;57626;67567;82380
United Arab Emirates;SI3_AGG - MAMTOF - Office and telecom equipment;4816;3674;4197;4024;3990;4922;5858;26416;33788;33688;7624;6207;23214;27830;30967;30808;36402;39713
United Arab Emirates;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;909;964;1241;1418;1344;1676;1847;7839;7979;8397;1825;1446;4700;7019;7447;8165;8898;10238
United Arab Emirates;SI3_AGG - MAMTOTTL - Telecommunications equipment;3738;2558;2861;2505;2537;3121;3673;17905;25183;24633;5666;4657;18111;20102;22802;21970;26658;28774
United Arab Emirates;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;169;153;95;101;110;125;338;672;625;658;133;104;404;709;718;674;846;702
United Arab Emirates;SI3_AGG - MAMTTE - Transport equipment;3272;4162;6186;7303;7935;9885;9145;14124;18082;21097;12804;12266;18935;20408;18078;13550;15843;21339
United Arab Emirates;SI3_AGG - MAMTAU - Automotive products;2932;3515;5384;6194;5570;5758;6143;10134;11121;14974;8782;7725;12345;12915;12161;9949;11552;15452
United Arab Emirates;SI3_AGG - MATE - Textiles;1353;1459;1768;1925;1695;1812;1911;1919;2090;2223;1821;1804;1892;1649;1687;1368;1831;2234
United Arab Emirates;SI3_AGG - MACL - Clothing;806;877;846;922;1014;1122;1053;1769;2280;2355;1439;1456;2483;2751;2786;2215;3372;4204
United Kingdom;SI3_AGG - TO - Total merchandise;393458;453735;446805;477475;358158;420182;510380;478780;546755;510789;465850;410856;440997;486439;460026;399529;470508;530222
United Kingdom;SI3_AGG - AG - Agricultural products;22378;23804;27891;29550;25523;28692;34249;32793;33856;35355;31531;30554;31734;33468;33146;30066;31330;34111
United Kingdom;SI3_AGG - AGFO - Food;20094;21298;24938;26449;23321;25836;30611;29422;30577;32117;28797;28118;29307;31070;31043;28308;28885;31641
United Kingdom;SI3_AGG - MI - Fuels and mining products;47861;57833;64892;82830;50454;68162;87911;84152;79771;72657;48340;39335;51658;65103;57940;50780;68683;92897
United Kingdom;SI3_AGG - MIFU - Fuels;36709;43657;46686;62219;39593;52220;65258;65792;61997;55008;32744;25742;35096;46427;39929;26151;37419;61065
United Kingdom;SI3_AGG - MA - Manufactures;295272;352751;329877;327507;237733;286346;325267;318001;322628;351036;333933;313214;326127;338492;336315;276694;298686;310501
United Kingdom;SI3_AGG - MAIS - Iron and steel;9428;9655;12263;12751;6751;7790;9651;9007;9472;9915;7171;4935;5556;6203;5521;4691;6016;6765
United Kingdom;SI3_AGG - MACH - Chemicals;56770;65391;72336;76488;67691;73022;79889;77951;73103;75754;76415;68425;70708;70428;67438;66188;70148;73348
United Kingdom;SI3_AGG - MACHPH - Pharmaceuticals;21853;25951;29066;32000;31775;34216;35909;36374;32868;34491;36749;33338;33297;31096;28498;26001;27686;29506
United Kingdom;SI3_AGG - MAMT - Machinery and transport equipment;151590;196195;156169;151280;98478;129002;149180;145859;153803;176576;163997;161143;169546;177734;172596;137614;151294;158445
United Kingdom;SI3_AGG - MAMTOF - Office and telecom equipment;51382;85566;30493;28224;12232;24131;23950;20352;21016;21005;18975;18186;19587;20055;19528;17337;17598;18200
United Kingdom;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;17909;21365;14069;12010;8030;8995;8319;7089;7593;7999;7543;7119;7831;8508;8373;7518;7820;7366
United Kingdom;SI3_AGG - MAMTOTTL - Telecommunications equipment;25980;56532;11126;11145;2581;10678;11595;9835;10259;10151;8800;8538;7812;7700;7851;6645;6432;9161
United Kingdom;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;7492;7670;5298;5069;1620;4457;4036;3427;3164;2856;2632;2529;3944;3848;3304;3174;3346;1673
United Kingdom;SI3_AGG - MAMTTE - Transport equipment;43843;46921;56116;54104;33712;46074;54957;55245;59755;80591;77146;80163;82164;83139;77455;56241;60334;60450
United Kingdom;SI3_AGG - MAMTAU - Automotive products;38423;40960;48739;46022;28792;39253;47694;48418;52374;56177;51797;53050;55309;56486;51819;36971;41091;41031
United Kingdom;SI3_AGG - MATE - Textiles;4457;4666;4985;4543;3356;3737;4094;3779;3972;4240;3777;3440;3755;3675;3587;3283;3227;3184
United Kingdom;SI3_AGG - MACL - Clothing;4976;5358;6222;6120;5228;5597;6759;6765;7962;9040;8804;8396;8542;9027;8999;7953;5558;4682
United States of America;SI3_AGG - TO - Total merchandise;901082;1025967;1148199;1287442;1056043;1278495;1482508;1545703;1579593;1620532;1502572;1451011;1546273;1663982;1643161;1424935;1754300;2064278
United States of America;SI3_AGG - AG - Agricultural products;82926;92664;113628;140161;119737;142574;168272;172301;175749;182413;163371;164460;168588;171413;164803;170493;201572;222163
United States of America;SI3_AGG - AGFO - Food;61874;69206;87710;112769;97544;112356;131360;138409;141982;149283;133144;135415;137807;138991;135950;143939;170395;185338
United States of America;SI3_AGG - MI - Fuels and mining products;50705;70679;84186;125955;88141;128542;185833;187234;195311;201659;142611;129247;177683;238025;243141;201283;305067;440955
